Date,Content,Video title,Video publish time,Duration,Views
2025-07-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-07-31,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,1
2025-08-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-08-31,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,1
2025-09-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,1
2025-09-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-09-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-10-31,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-11-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2025-12-31,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,1
2026-01-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-29,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-30,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-01-31,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-17,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-18,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-19,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-20,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-21,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-22,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-23,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-24,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,1
2026-02-25,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-26,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-27,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-02-28,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-01,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-02,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-03,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-04,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-05,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-06,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-07,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-08,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-09,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-10,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-11,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-12,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-13,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-14,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-15,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
2026-03-16,FJWEN3TrQ6I,The Science of Fermentation and Pickling Nourish Chicago,"Feb 7, 2025",489,0
